date,admin1,admin2,market,latitude,longitude,category,commodity,unit,price,usdprice
2013-05-15,,,National Average,,,vegetables and fruits,Bananas,KG,0.86,1.2055
2013-05-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,0.68,0.952
2013-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,2.25,3.1686
2013-05-15,,,National Average,,,vegetables and fruits,Onions,KG,0.7,0.9872
2013-05-15,,,National Average,,,vegetables and fruits,Oranges (big size),KG,0.97,1.3702
2013-05-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,0.59,0.8365
2013-06-15,,,National Average,,,cereals and tubers,Bread (pita),KG,0.17,0.2324
2013-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,0.71,1.0013
2013-06-15,,,National Average,,,cereals and tubers,Rice (imported),KG,1.14,1.6012
2013-06-15,,,National Average,,,"meat, fish and eggs",Eggs,2 KG,3.48,4.8965
2013-06-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,9.43,13.2771
2013-06-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,2.37,3.3418
2013-06-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, whole)",KG,1.72,2.4264
2013-06-15,,,National Average,,,"meat, fish and eggs",Meat (lamb),KG,11.81,16.6358
2013-06-15,,,National Average,,,milk and dairy,"Cheese (white, boiled)",KG,4.71,6.6343
2013-06-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,1.18,1.6547
2013-06-15,,,National Average,,,miscellaneous food,Sugar,KG,0.78,1.0942
2013-06-15,,,National Average,,,oil and fats,Oil (olive),KG,4.86,6.8385
2013-06-15,,,National Average,,,oil and fats,Oil (vegetable),1.8 L,1.92,2.7067
2013-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,1.48,2.0885
2013-06-15,,,National Average,,,pulses and nuts,Chickpeas,KG,1.75,2.4588
2013-06-15,,,National Average,,,pulses and nuts,Lentils,KG,1.32,1.8561
2013-06-15,,,National Average,,,vegetables and fruits,Apples (red),KG,2.31,3.2601
2013-06-15,,,National Average,,,vegetables and fruits,Bananas,KG,0.85,1.1984
2013-06-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,0.52,0.7309
2013-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,2.4,3.3826
2013-06-15,,,National Average,,,vegetables and fruits,Onions,KG,0.56,0.7858
2013-06-15,,,National Average,,,vegetables and fruits,Oranges (big size),KG,1.05,1.4773
2013-06-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,0.65,0.9182
2013-07-15,,,National Average,,,cereals and tubers,Bread (pita),KG,0.17,0.2324
2013-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,0.83,1.1674
2013-07-15,,,National Average,,,cereals and tubers,Rice (imported),KG,1.11,1.5688
2013-07-15,,,National Average,,,"meat, fish and eggs",Eggs,2 KG,3.51,4.9416
2013-07-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,9.61,13.5348
2013-07-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,2.5,3.5249
2013-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, whole)",KG,1.95,2.7517
2013-07-15,,,National Average,,,"meat, fish and eggs",Meat (lamb),KG,12.25,17.2512
2013-07-15,,,National Average,,,milk and dairy,"Cheese (white, boiled)",KG,4.71,6.6343
2013-07-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,1.17,1.6477
2013-07-15,,,National Average,,,miscellaneous food,Sugar,KG,0.76,1.0703
2013-07-15,,,National Average,,,oil and fats,Oil (olive),KG,4.86,6.8385
2013-07-15,,,National Average,,,oil and fats,Oil (vegetable),1.8 L,1.81,2.5475
2013-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,1.5,2.1124
2013-07-15,,,National Average,,,pulses and nuts,Chickpeas,KG,1.74,2.4433
2013-07-15,,,National Average,,,pulses and nuts,Lentils,KG,1.3,1.8307
2013-07-15,,,National Average,,,vegetables and fruits,Apples (red),KG,2.3,3.2446
2013-07-15,,,National Average,,,vegetables and fruits,Bananas,KG,0.87,1.2308
2013-07-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,0.55,0.7745
2013-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,2.4,3.3869
2013-07-15,,,National Average,,,vegetables and fruits,Onions,KG,0.57,0.8055
2013-07-15,,,National Average,,,vegetables and fruits,Oranges (big size),KG,0.91,1.2759
2013-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,0.59,0.8323
2013-08-15,,,National Average,,,cereals and tubers,Bread (pita),KG,0.17,0.2324
2013-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,0.87,1.2196
2013-08-15,,,National Average,,,cereals and tubers,Rice (imported),KG,1.11,1.5688
2013-08-15,,,National Average,,,"meat, fish and eggs",Eggs,2 KG,3.49,4.9176
2013-08-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,9.41,13.2517
2013-08-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,2.41,3.3883
2013-08-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, whole)",KG,1.69,2.3729
2013-08-15,,,National Average,,,"meat, fish and eggs",Meat (lamb),KG,11.98,16.8696
2013-08-15,,,National Average,,,milk and dairy,"Cheese (white, boiled)",KG,4.92,6.9357
2013-08-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,1.17,1.6477
2013-08-15,,,National Average,,,miscellaneous food,Sugar,KG,0.76,1.0703
2013-08-15,,,National Average,,,oil and fats,Oil (olive),KG,4.86,6.8385
2013-08-15,,,National Average,,,oil and fats,Oil (vegetable),1.8 L,1.81,2.5433
2013-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,1.5,2.1166
2013-08-15,,,National Average,,,pulses and nuts,Chickpeas,KG,1.73,2.4377
2013-08-15,,,National Average,,,pulses and nuts,Lentils,KG,1.3,1.8307
2013-08-15,,,National Average,,,vegetables and fruits,Apples (red),KG,2.35,3.3052
2013-08-15,,,National Average,,,vegetables and fruits,Bananas,KG,0.88,1.2322
2013-08-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,0.69,0.9759
2013-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,2.57,3.615
2013-08-15,,,National Average,,,vegetables and fruits,Onions,KG,0.64,0.8957
2013-08-15,,,National Average,,,vegetables and fruits,Oranges (big size),KG,1.07,1.5082
2013-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,0.58,0.8112
2013-09-15,,,National Average,,,cereals and tubers,Bread (pita),KG,0.17,0.2324
2013-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,0.88,1.2322
2013-09-15,,,National Average,,,cereals and tubers,Rice (imported),KG,1.11,1.5688
2013-09-15,,,National Average,,,"meat, fish and eggs",Eggs,2 KG,3.49,4.9106
2013-09-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,9.6,13.5249
2013-09-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,2.24,3.1531
2013-09-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, whole)",KG,1.63,2.2969
2013-09-15,,,National Average,,,"meat, fish and eggs",Meat (lamb),KG,12.05,16.9752
2013-09-15,,,National Average,,,milk and dairy,"Cheese (white, boiled)",KG,4.92,6.9357
2013-09-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,1.17,1.6477
2013-09-15,,,National Average,,,miscellaneous food,Sugar,KG,0.76,1.0703
2013-09-15,,,National Average,,,oil and fats,Oil (olive),KG,4.86,6.8385
2013-09-15,,,National Average,,,oil and fats,Oil (vegetable),1.8 L,1.79,2.5208
2013-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,1.5,2.1124
2013-09-15,,,National Average,,,pulses and nuts,Chickpeas,KG,1.73,2.4377
2013-09-15,,,National Average,,,pulses and nuts,Lentils,KG,1.28,1.7998
2013-09-15,,,National Average,,,vegetables and fruits,Apples (red),KG,2.43,3.4263
2013-09-15,,,National Average,,,vegetables and fruits,Bananas,KG,0.93,1.304
2013-09-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,0.78,1.0914
2013-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,1.93,2.7179
2013-09-15,,,National Average,,,vegetables and fruits,Onions,KG,0.65,0.9154
2013-09-15,,,National Average,,,vegetables and fruits,Oranges (big size),KG,1.14,1.611
2013-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,0.65,0.9168
2013-10-15,,,National Average,,,cereals and tubers,Bread (pita),KG,0.17,0.2324
2013-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,0.88,1.2336
2013-10-15,,,National Average,,,cereals and tubers,Rice (imported),KG,1.12,1.573
2013-10-15,,,National Average,,,"meat, fish and eggs",Eggs,2 KG,3.52,4.9571
2013-10-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,9.57,13.4785
2013-10-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,2.25,3.1615
2013-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, whole)",KG,1.57,2.2082
2013-10-15,,,National Average,,,"meat, fish and eggs",Meat (lamb),KG,12.05,16.9724
2013-10-15,,,National Average,,,milk and dairy,"Cheese (white, boiled)",KG,4.92,6.9357
2013-10-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,1.17,1.642
2013-10-15,,,National Average,,,miscellaneous food,Sugar,KG,0.76,1.0632
2013-10-15,,,National Average,,,oil and fats,Oil (olive),KG,4.89,6.8906
2013-10-15,,,National Average,,,oil and fats,Oil (vegetable),1.8 L,1.79,2.518
2013-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,1.5,2.1124
2013-10-15,,,National Average,,,pulses and nuts,Chickpeas,KG,1.69,2.3842
2013-10-15,,,National Average,,,pulses and nuts,Lentils,KG,1.28,1.7998
2013-10-15,,,National Average,,,vegetables and fruits,Apples (red),KG,2.4,3.384
2013-10-15,,,National Average,,,vegetables and fruits,Bananas,KG,0.88,1.2379
2013-10-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,0.79,1.1125
2013-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,2.06,2.8954
2013-10-15,,,National Average,,,vegetables and fruits,Onions,KG,0.59,0.8295
2013-10-15,,,National Average,,,vegetables and fruits,Oranges (big size),KG,1.38,1.9448
2013-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,0.77,1.0815
2013-11-15,,,National Average,,,cereals and tubers,Bread (pita),KG,0.17,0.2324
2013-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,0.95,1.335
2013-11-15,,,National Average,,,cereals and tubers,Rice (imported),KG,1.11,1.5702
2013-11-15,,,National Average,,,"meat, fish and eggs",Eggs,2 KG,3.54,4.9824
2013-11-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,9.52,13.3996
2013-11-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,2.23,3.1475
2013-11-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, whole)",KG,1.52,2.1448
2013-11-15,,,National Average,,,"meat, fish and eggs",Meat (lamb),KG,12.14,17.0921
2013-11-15,,,National Average,,,milk and dairy,"Cheese (white, boiled)",KG,5.19,7.3075
2013-11-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,1.17,1.642
2013-11-15,,,National Average,,,miscellaneous food,Sugar,KG,0.74,1.0463
2013-11-15,,,National Average,,,oil and fats,Oil (olive),KG,4.89,6.8906
2013-11-15,,,National Average,,,oil and fats,Oil (vegetable),1.8 L,1.82,2.5616
2013-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,1.5,2.1124
2013-11-15,,,National Average,,,pulses and nuts,Chickpeas,KG,1.7,2.3983
2013-11-15,,,National Average,,,pulses and nuts,Lentils,KG,1.27,1.7913
2013-11-15,,,National Average,,,vegetables and fruits,Apples (red),KG,2.41,3.3995
2013-11-15,,,National Average,,,vegetables and fruits,Bananas,KG,0.84,1.1872
2013-11-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,0.56,0.7858
2013-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,1.84,2.5968
2013-11-15,,,National Average,,,vegetables and fruits,Onions,KG,0.53,0.752
2013-11-15,,,National Average,,,vegetables and fruits,Oranges (big size),KG,1.35,1.9068
2013-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,0.63,0.8886
2013-12-15,,,National Average,,,cereals and tubers,Bread (pita),KG,0.17,0.2324
2013-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,1.0,1.404
2013-12-15,,,National Average,,,cereals and tubers,Rice (imported),KG,1.22,1.7167
2013-12-15,,,National Average,,,"meat, fish and eggs",Eggs,2 KG,3.54,4.9895
2013-12-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,9.63,13.563
2013-12-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,2.3,3.239
2013-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, whole)",KG,1.55,2.1898
2013-12-15,,,National Average,,,"meat, fish and eggs",Meat (lamb),KG,12.18,17.1554
2013-12-15,,,National Average,,,milk and dairy,"Cheese (white, boiled)",KG,5.19,7.3075
2013-12-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,1.17,1.642
2013-12-15,,,National Average,,,miscellaneous food,Sugar,KG,0.73,1.0337
2013-12-15,,,National Average,,,oil and fats,Oil (olive),KG,4.89,6.8906
2013-12-15,,,National Average,,,oil and fats,Oil (vegetable),1.8 L,1.8,2.5306
2013-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,1.5,2.1124
2013-12-15,,,National Average,,,pulses and nuts,Chickpeas,KG,1.7,2.3983
2013-12-15,,,National Average,,,pulses and nuts,Lentils,KG,1.27,1.7843
2013-12-15,,,National Average,,,vegetables and fruits,Apples (red),KG,2.51,3.5347
2013-12-15,,,National Average,,,vegetables and fruits,Bananas,KG,0.86,1.2153
2013-12-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,0.9,1.2646
2013-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,1.74,2.4447
2013-12-15,,,National Average,,,vegetables and fruits,Onions,KG,0.55,0.7731
2013-12-15,,,National Average,,,vegetables and fruits,Oranges (big size),KG,1.02,1.4378
2013-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,0.5,0.7069
2014-01-15,,,National Average,,,cereals and tubers,Bread (pita),KG,0.17,0.2324
2014-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,0.92,1.2942
2014-01-15,,,National Average,,,cereals and tubers,Rice (imported),KG,1.11,1.5702
2014-01-15,,,National Average,,,"meat, fish and eggs",Eggs,2 KG,3.54,4.9824
2014-01-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,9.84,13.8573
2014-01-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,2.3,3.2446
2014-01-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, whole)",KG,1.68,2.3588
2014-01-15,,,National Average,,,"meat, fish and eggs",Meat (lamb),KG,11.93,16.7935
2014-01-15,,,National Average,,,milk and dairy,"Cheese (white, boiled)",KG,5.19,7.3075
2014-01-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,1.16,1.6322
2014-01-15,,,National Average,,,miscellaneous food,Sugar,KG,0.73,1.028
2014-01-15,,,National Average,,,oil and fats,Oil (olive),KG,4.92,6.9244
2014-01-15,,,National Average,,,oil and fats,Oil (vegetable),1.8 L,1.8,2.5321
2014-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,1.51,2.1307
2014-01-15,,,National Average,,,pulses and nuts,Chickpeas,KG,1.7,2.3926
2014-01-15,,,National Average,,,pulses and nuts,Lentils,KG,1.24,1.7448
2014-01-15,,,National Average,,,vegetables and fruits,Apples (red),KG,2.4,3.3869
2014-01-15,,,National Average,,,vegetables and fruits,Bananas,KG,0.88,1.2336
2014-01-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,0.71,0.9942
2014-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,1.69,2.3786
2014-01-15,,,National Average,,,vegetables and fruits,Onions,KG,0.51,0.714
2014-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,0.56,0.7914
2014-02-15,,,National Average,,,cereals and tubers,Bread (pita),KG,0.17,0.2324
2014-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,0.76,1.0646
2014-02-15,,,National Average,,,cereals and tubers,Rice (imported),KG,1.22,1.7195
2014-02-15,,,National Average,,,"meat, fish and eggs",Eggs,2 KG,3.56,5.0134
2014-02-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,9.5,13.3757
2014-02-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,2.34,3.2939
2014-02-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, whole)",KG,1.9,2.6785
2014-02-15,,,National Average,,,"meat, fish and eggs",Meat (lamb),KG,11.83,16.6654
2014-02-15,,,National Average,,,milk and dairy,"Cheese (white, boiled)",KG,5.19,7.3075
2014-02-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,1.16,1.6322
2014-02-15,,,National Average,,,miscellaneous food,Sugar,KG,0.73,1.028
2014-02-15,,,National Average,,,oil and fats,Oil (olive),KG,4.92,6.9244
2014-02-15,,,National Average,,,oil and fats,Oil (vegetable),1.8 L,1.79,2.5222
2014-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,1.54,2.1687
2014-02-15,,,National Average,,,pulses and nuts,Chickpeas,KG,1.81,2.5546
2014-02-15,,,National Average,,,pulses and nuts,Lentils,KG,1.25,1.7646
2014-02-15,,,National Average,,,vegetables and fruits,Apples (red),KG,2.36,3.3263
2014-02-15,,,National Average,,,vegetables and fruits,Bananas,KG,0.85,1.1928
2014-02-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,0.73,1.0337
2014-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,1.64,2.3124
2014-02-15,,,National Average,,,vegetables and fruits,Onions,KG,0.59,0.8266
2014-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,0.57,0.8041
2014-03-15,,,National Average,,,cereals and tubers,Bread (pita),KG,0.17,0.2324
2014-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,0.75,1.0604
2014-03-15,,,National Average,,,cereals and tubers,Rice (imported),KG,1.21,1.6998
2014-03-15,,,National Average,,,"meat, fish and eggs",Eggs,2 KG,3.59,5.0542
2014-03-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,9.55,13.4461
2014-03-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,2.38,3.3573
2014-03-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, whole)",KG,1.98,2.7841
2014-03-15,,,National Average,,,"meat, fish and eggs",Meat (lamb),KG,11.95,16.8245
2014-03-15,,,National Average,,,milk and dairy,"Cheese (white, boiled)",KG,5.19,7.3075
2014-03-15,,,National Average,,,milk and dairy,Milk (pasteurized),L,1.16,1.6322
2014-03-15,,,National Average,,,miscellaneous food,Sugar,KG,0.73,1.0351
2014-03-15,,,National Average,,,oil and fats,Oil (olive),KG,4.92,6.9244
2014-03-15,,,National Average,,,oil and fats,Oil (vegetable),1.8 L,1.79,2.525
2014-03-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,1.55,2.1898
2014-03-15,,,National Average,,,pulses and nuts,Chickpeas,KG,1.8,2.5363
2014-03-15,,,National Average,,,pulses and nuts,Lentils,KG,1.24,1.7462
2014-03-15,,,National Average,,,vegetables and fruits,Apples (red),KG,2.32,3.2643
2014-03-15,,,National Average,,,vegetables and fruits,Bananas,KG,0.85,1.197
2014-03-15,,,National Average,,,vegetables and fruits,Cucumbers,KG,0.72,1.0097
2014-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,1.65,2.3236
2014-03-15,,,National Average,,,vegetables and fruits,Onions,KG,0.68,0.9562
2014-03-15,,,National Average,,,vegetables and fruits,Oranges (big size),KG,0.99,1.4012
2014-03-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,0.55,0.7703
2014-04-15,,,National Average,,,cereals and tubers,Bread (pita),KG,0.17,0.2324
2014-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,0.72,1.0111
2014-04-15,,,National Average,,,cereals and tubers,Rice (imported),KG,1.21,1.697
2014-04-15,,,National Average,,,"meat, fish and eggs",Eggs,2 KG,3.55,5.0035
2014-04-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,9.37,13.1996
2014-04-15,,,National Average,,,"meat, fish and eggs",Meat (chicken),KG,2.38,3.3573
2014-04-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, whole)",KG,1.9,2.6743
2014-04-15,,,National Average,,,"meat, fish and eggs",Meat (lamb),KG,11.83,16.6654
2014-04-15,,,National Average,,,milk and dairy,"Cheese (white, boiled)",KG,5.19,7.3075
